地域,都道府県,市町村名,自然・人文,種別名称,資源名称,資源ランク,資源種類
南関東,埼玉,秩父市,人文,神社・寺院・教会,三峯神社,B,歴史資源
南関東,埼玉,大宮市,人文,神社・寺院・教会,氷川神社,B,歴史資源
南関東,埼玉,新座市,人文,神社・寺院・教会,平林寺,B,歴史資源
南関東,埼玉,熊谷市,人文,神社・寺院・教会,妻沼聖天山歓喜院,B,歴史資源
南関東,千葉,成田市,人文,神社・寺院・教会,成田山新勝寺,A,歴史資源
南関東,千葉,香取市,人文,神社・寺院・教会,観福寺,B,歴史資源
南関東,千葉,市川市,人文,神社・寺院・教会,弘法寺,B,歴史資源
南関東,千葉,市川市,人文,神社・寺院・教会,法華経寺,B,歴史資源
南関東,千葉,成田市,人文,神社・寺院・教会,東勝寺（宗吾霊堂）,B,歴史資源
南関東,千葉,鴨川市,人文,神社・寺院・教会,清澄寺,B,歴史資源
南関東,千葉,鋸南町,人文,神社・寺院・教会,日本寺,B,歴史資源
南関東,千葉,香取市,人文,神社・寺院・教会,香取神宮,B,歴史資源
南関東,千葉,長南町,人文,神社・寺院・教会,笠森寺（通称：笠森観音）,B,歴史資源
南関東,千葉,鴨川市,人文,神社・寺院・教会,誕生寺,B,歴史資源
東京,東京,渋谷区,人文,神社・寺院・教会,明治神宮,A,歴史資源
東京,東京,台東区,人文,神社・寺院・教会,浅草寺,A,歴史資源
東京,東京,中央区,人文,神社・寺院・教会,築地本願寺,B,歴史資源
東京,東京,千代田区,人文,神社・寺院・教会,靖国神社,B,歴史資源
東京,東京,江東区,人文,神社・寺院・教会,富岡八幡宮,B,歴史資源
東京,東京,江東区,人文,神社・寺院・教会,亀戸天神社,B,歴史資源
東京,東京,千代田区,人文,神社・寺院・教会,ニコライ堂（東京復活大聖堂教会）,B,歴史資源
東京,東京,葛飾区,人文,神社・寺院・教会,柴又帝釈天（帝釈天題経寺）,B,歴史資源
東京,東京,中野区,人文,神社・寺院・教会,新井薬師（梅照院）,B,歴史資源
東京,東京,港区,人文,神社・寺院・教会,泉岳寺,B,歴史資源
東京,東京,港区,人文,神社・寺院・教会,増上寺,B,歴史資源
東京,東京,青梅市,人文,神社・寺院・教会,武蔵御嶽神社,B,歴史資源
東京,東京,千代田区,人文,神社・寺院・教会,神田明神,B,歴史資源
東京,東京,調布市,人文,神社・寺院・教会,深大寺,B,歴史資源
東京,東京,府中市,人文,神社・寺院・教会,大国魂神社,B,歴史資源
東京,東京,文京区,人文,神社・寺院・教会,根津神社,B,歴史資源
東京,東京,台東区,人文,神社・寺院・教会,寛永寺,B,歴史資源
東京,東京,台東区,人文,神社・寺院・教会,上野東照宮,B,歴史資源
東京,東京,文京区,人文,神社・寺院・教会,護国寺,B,歴史資源
東京,東京,日野市,人文,神社・寺院・教会,高幡不動尊（高幡山明王院金剛寺）,B,歴史資源
東京,東京,大田区,人文,神社・寺院・教会,池上本門寺,B,歴史資源
南関東,神奈川,鎌倉市,人文,神社・寺院・教会,建長寺,A,歴史資源
南関東,神奈川,鎌倉市,人文,神社・寺院・教会,円覚寺,A,歴史資源
南関東,神奈川,鎌倉市,人文,神社・寺院・教会,高徳院（鎌倉大仏殿）,A,歴史資源
南関東,神奈川,鎌倉市,人文,神社・寺院・教会,鶴岡八幡宮,A,歴史資源
南関東,神奈川,鎌倉市,人文,神社・寺院・教会,東慶寺,B,歴史資源
南関東,神奈川,鎌倉市,人文,神社・寺院・教会,瑞泉寺,B,歴史資源
南関東,神奈川,鎌倉市,人文,神社・寺院・教会,寿福寺,B,歴史資源
南関東,神奈川,藤沢市,人文,神社・寺院・教会,清浄光寺（通称：遊行寺）,B,歴史資源
南関東,神奈川,南足柄市,人文,神社・寺院・教会,最乗寺,B,歴史資源
南関東,神奈川,箱根町,人文,神社・寺院・教会,早雲寺,B,歴史資源
南関東,神奈川,藤沢市,人文,神社・寺院・教会,江島神社,B,歴史資源
南関東,神奈川,伊勢原市,人文,神社・寺院・教会,大山阿夫利神社,B,歴史資源
南関東,神奈川,川崎市,人文,神社・寺院・教会,平間寺（川崎大師）,B,歴史資源
南関東,神奈川,鎌倉市,人文,神社・寺院・教会,光明寺,B,歴史資源
南関東,神奈川,鎌倉市,人文,神社・寺院・教会,明月院,B,歴史資源
北陸,新潟,弥彦村,人文,神社・寺院・教会,彌彦神社,A,歴史資源
北陸,新潟,上越市,人文,神社・寺院・教会,林泉寺,B,歴史資源
北陸,富山,高岡市,人文,神社・寺院・教会,瑞龍寺,B,歴史資源
北陸,富山,南砺市,人文,神社・寺院・教会,瑞泉寺,B,歴史資源
北陸,富山,高岡市,人文,神社・寺院・教会,国泰寺,B,歴史資源
北陸,石川,小松市,人文,神社・寺院・教会,那谷寺,A,歴史資源
北陸,石川,羽咋市,人文,神社・寺院・教会,妙成寺,B,歴史資源
北陸,石川,白山市,人文,神社・寺院・教会,白山比咩神社,B,歴史資源
北陸,石川,輪島市,人文,神社・寺院・教会,總持寺祖院,B,歴史資源
北陸,石川,金沢市,人文,神社・寺院・教会,妙立寺（通称：忍者寺）,B,歴史資源
北陸,石川,金沢市,人文,神社・寺院・教会,尾山神社,B,歴史資源
北陸,福井,永平寺町,人文,神社・寺院・教会,永平寺,A,歴史資源
北陸,福井,勝山市,人文,神社・寺院・教会,白山平泉寺（白山神社）,B,歴史資源
北陸,福井,小浜市,人文,神社・寺院・教会,明通寺,B,歴史資源
東海,山梨,身延町,人文,神社・寺院・教会,久遠寺,A,歴史資源
東海,山梨,甲府市,人文,神社・寺院・教会,大泉寺,B,歴史資源
東海,山梨,甲州市,人文,神社・寺院・教会,栖雲寺,B,歴史資源
東海,山梨,甲府市,人文,神社・寺院・教会,武田神社,B,歴史資源
東海,山梨,甲府市,人文,神社・寺院・教会,（甲斐）善光寺,B,歴史資源
東海,山梨,甲州市,人文,神社・寺院・教会,恵林寺,B,歴史資源
東海,山梨,富士吉田市,人文,神社・寺院・教会,北口本宮冨士浅間神社,B,歴史資源
東海,山梨,甲州市,人文,神社・寺院・教会,大善寺,B,歴史資源
東海,長野,長野市,人文,神社・寺院・教会,善光寺,A,歴史資源
東海,長野,諏訪市/下諏訪町,人文,神社・寺院・教会,諏訪大社,A,歴史資源
東海,長野,青木村,人文,神社・寺院・教会,大法寺,B,歴史資源
東海,長野,長野市,人文,神社・寺院・教会,戸隠神社,B,歴史資源
東海,長野,駒ヶ根市,人文,神社・寺院・教会,光前寺,B,歴史資源
東海,長野,上田市,人文,神社・寺院・教会,安楽寺,B,歴史資源
北陸,岐阜,多治見市,人文,神社・寺院・教会,（虎渓山）永保寺,B,歴史資源
北陸,岐阜,高山市,人文,神社・寺院・教会,安国寺,B,歴史資源
北陸,岐阜,垂井町,人文,神社・寺院・教会,南宮大社,B,歴史資源
北陸,岐阜,揖斐川町,人文,神社・寺院・教会,華厳寺,B,歴史資源
北陸,岐阜,揖斐川町,人文,神社・寺院・教会,横蔵寺,B,歴史資源
東海,静岡,島田市,人文,神社・寺院・教会,智満寺,B,歴史資源
東海,静岡,浜松市,人文,神社・寺院・教会,方広寺,B,歴史資源
東海,静岡,伊豆市,人文,神社・寺院・教会,修禅寺,B,歴史資源
東海,静岡,浜松市,人文,神社・寺院・教会,（秋葉山本宮）秋葉神社,B,歴史資源
東海,静岡,袋井市,人文,神社・寺院・教会,可睡斎,B,歴史資源
東海,静岡,三島市,人文,神社・寺院・教会,三嶋大社,B,歴史資源
東海,静岡,袋井市,人文,神社・寺院・教会,（通称：法多山）尊永寺,B,歴史資源
東海,静岡,富士宮市,人文,神社・寺院・教会,富士宮本宮浅間大社,B,歴史資源
東海,静岡,袋井市,人文,神社・寺院・教会,油山寺,B,歴史資源
東海,静岡,静岡市,人文,神社・寺院・教会,久能山東照宮,B,歴史資源
東海,静岡,静岡市,人文,神社・寺院・教会,静岡浅間神社,B,歴史資源
東海,静岡,浜松市,人文,神社・寺院・教会,龍潭寺,B,歴史資源
東海,静岡,富士宮市,人文,神社・寺院・教会,大石寺,B,歴史資源
東海,愛知,名古屋市,人文,神社・寺院・教会,熱田神宮,A,歴史資源
東海,愛知,新城市,人文,神社・寺院・教会,鳳来寺,B,歴史資源
東海,愛知,新城市,人文,神社・寺院・教会,鳳来山東照宮,B,歴史資源
東海,愛知,豊川市,人文,神社・寺院・教会,豊川稲荷（妙嚴寺）,B,歴史資源
東海,愛知,名古屋市,人文,神社・寺院・教会,宝生院（通称：大須観音）,B,歴史資源
東海,愛知,一宮市,人文,神社・寺院・教会,真清田神社,B,歴史資源
東海,愛知,美浜町,人文,神社・寺院・教会,大御堂寺（通称：野間大坊）,B,歴史資源
東海,愛知,瀬戸市,人文,神社・寺院・教会,定光寺,B,歴史資源
東海,愛知,津島市,人文,神社・寺院・教会,津島神社,B,歴史資源
東海,愛知,岡崎市,人文,神社・寺院・教会,滝山東照宮,B,歴史資源
東海,愛知,岡崎市,人文,神社・寺院・教会,瀧山寺（滝山寺）,B,歴史資源
東海,愛知,岡崎市,人文,神社・寺院・教会,伊賀八幡宮,B,歴史資源
東海,愛知,あま市,人文,神社・寺院・教会,甚目寺（通称：甚目寺観音）,B,歴史資源
東海,愛知,岡崎市,人文,神社・寺院・教会,大樹寺,B,歴史資源
東海,愛知,稲沢市,人文,神社・寺院・教会,尾張大國霊神社（通称：国府宮神社）,B,歴史資源
南関西,三重,伊勢市,人文,神社・寺院・教会,伊勢神宮（皇大神宮・豊受大神宮）,S,歴史資源
南関西,三重,大紀町,人文,神社・寺院・教会,瀧原宮（滝原宮）,B,歴史資源
南関西,三重,津市,人文,神社・寺院・教会,専修寺,B,歴史資源
南関西,三重,伊勢市,人文,神社・寺院・教会,金剛證寺,B,歴史資源
南関西,三重,桑名市,人文,神社・寺院・教会,多度大社,B,歴史資源
北関西,滋賀,大津市,人文,神社・寺院・教会,延暦寺,S,歴史資源
北関西,滋賀,大津市,人文,神社・寺院・教会,園城寺,A,歴史資源
北関西,滋賀,大津市,人文,神社・寺院・教会,日吉大社,A,歴史資源
北関西,滋賀,近江八幡市,人文,神社・寺院・教会,長命寺,B,歴史資源
北関西,滋賀,東近江市,人文,神社・寺院・教会,石塔寺,B,歴史資源
北関西,滋賀,長浜市,人文,神社・寺院・教会,向源寺,B,歴史資源
北関西,滋賀,長浜市,人文,神社・寺院・教会,宝厳寺,B,歴史資源
北関西,滋賀,長浜市,人文,神社・寺院・教会,都久夫須麻神社,B,歴史資源
北関西,滋賀,多賀町,人文,神社・寺院・教会,多賀大社,B,歴史資源
北関西,滋賀,甲良町,人文,神社・寺院・教会,西明寺,B,歴史資源
北関西,滋賀,愛荘町,人文,神社・寺院・教会,金剛輪寺,B,歴史資源
北関西,滋賀,東近江市,人文,神社・寺院・教会,石馬寺,B,歴史資源
北関西,滋賀,長浜市,人文,神社・寺院・教会,大通寺,B,歴史資源
北関西,滋賀,竜王町,人文,神社・寺院・教会,苗村神社,B,歴史資源
北関西,滋賀,大津市,人文,神社・寺院・教会,満月寺（浮御堂）,B,歴史資源
北関西,滋賀,近江八幡市,人文,神社・寺院・教会,日牟禮八幡宮,B,歴史資源
北関西,滋賀,大津市,人文,神社・寺院・教会,西教寺,B,歴史資源
北関西,滋賀,東近江市,人文,神社・寺院・教会,永源寺,B,歴史資源
北関西,滋賀,大津市,人文,神社・寺院・教会,石山寺,B,歴史資源
北関西,滋賀,近江八幡市,人文,神社・寺院・教会,観音正寺,B,歴史資源
北関西,滋賀,草津市,人文,神社・寺院・教会,芦浦観音寺,B,歴史資源
北関西,滋賀,野洲市,人文,神社・寺院・教会,兵主神社,B,歴史資源
北関西,滋賀,野洲市,人文,神社・寺院・教会,御上神社,B,歴史資源
北関西,滋賀,湖南市,人文,神社・寺院・教会,常楽寺,B,歴史資源
北関西,滋賀,湖南市,人文,神社・寺院・教会,善水寺,B,歴史資源
北関西,滋賀,甲賀市,人文,神社・寺院・教会,油日神社,B,歴史資源
北関西,滋賀,大津市,人文,神社・寺院・教会,近江神宮,B,歴史資源
北関西,滋賀,彦根市,人文,神社・寺院・教会,龍潭寺,B,歴史資源
北関西,滋賀,米原市,人文,神社・寺院・教会,福田寺,B,歴史資源
北関西,滋賀,甲賀市,人文,神社・寺院・教会,大池寺,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,清水寺,S,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,鹿苑寺（金閣寺）,S,歴史資源
北関西,京都,宇治市,人文,神社・寺院・教会,平等院,S,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,大徳寺,A,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,教王護国寺（東寺）,A,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,真宗本廟（東本願寺）,A,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,本願寺（西本願寺）,A,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,蓮華王院（三十三間堂）,A,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,南禅寺,A,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,東福寺,A,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,鞍馬寺,A,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,慈照寺（銀閣寺）,A,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,平安神宮,A,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,西芳寺（苔寺）,A,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,龍安寺,A,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,円通寺,A,歴史資源
北関西,京都,京田辺市,人文,神社・寺院・教会,酬恩庵（一休寺）,A,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,天龍寺,A,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,醍醐寺,A,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,妙心寺,A,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,八坂神社,A,歴史資源
北関西,京都,木津川市,人文,神社・寺院・教会,浄瑠璃寺,A,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,高台寺,B,歴史資源
北関西,京都,宇治市,人文,神社・寺院・教会,萬福寺,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,知恩院,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,智積院,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,伏見稲荷大社,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,青蓮院,B,歴史資源
北関西,京都,八幡市,人文,神社・寺院・教会,石清水八幡宮,B,歴史資源
北関西,京都,木津川市,人文,神社・寺院・教会,蟹満寺,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,詩仙堂,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,勧修寺,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,建仁寺,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,大覚寺,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,泉涌寺,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,禅林寺（永観堂）,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,光悦寺,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,三千院,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,曼殊院,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,仁和寺,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,賀茂別雷神社（通称：上賀茂神社）,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,北野天満宮,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,化野念仏寺,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,高山寺,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,広隆寺,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,神護寺,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,賀茂御祖神社（通称：下鴨神社）,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,蓮華寺,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,本法寺,B,歴史資源
北関西,京都,大山崎町,人文,神社・寺院・教会,妙喜庵,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,正伝寺,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,曼殊院書院,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,厭離庵,B,歴史資源
北関西,京都,京都市,人文,神社・寺院・教会,法金剛院,B,歴史資源
南関西,大阪,大阪市,人文,神社・寺院・教会,四天王寺,A,歴史資源
南関西,大阪,大阪市,人文,神社・寺院・教会,住吉大社,A,歴史資源
南関西,大阪,箕面市,人文,神社・寺院・教会,勝尾寺,B,歴史資源
南関西,大阪,大阪市,人文,神社・寺院・教会,大阪天満宮,B,歴史資源
南関西,大阪,藤井寺市,人文,神社・寺院・教会,道明寺天満宮,B,歴史資源
南関西,大阪,和泉市,人文,神社・寺院・教会,施福寺,B,歴史資源
南関西,大阪,堺市,人文,神社・寺院・教会,開口神社（通称：大寺）,B,歴史資源
南関西,大阪,大阪市,人文,神社・寺院・教会,大念仏寺,B,歴史資源
南関西,大阪,羽曳野市,人文,神社・寺院・教会,誉田八幡宮,B,歴史資源
南関西,大阪,河内長野市,人文,神社・寺院・教会,天野山金剛寺,B,歴史資源
南関西,大阪,藤井寺市,人文,神社・寺院・教会,葛井寺,B,歴史資源
南関西,大阪,貝塚市,人文,神社・寺院・教会,孝恩寺,B,歴史資源
南関西,大阪,河内長野市,人文,神社・寺院・教会,観心寺,B,歴史資源
南関西,大阪,泉佐野市,人文,神社・寺院・教会,慈眼院,B,歴史資源
南関西,大阪,堺市,人文,神社・寺院・教会,桜井神社（櫻井神社、通称：上神谷八幡宮）,B,歴史資源
南関西,大阪,大阪市,人文,神社・寺院・教会,勝鬘院（通称：愛染堂）,B,歴史資源
南関西,大阪,大阪市,人文,神社・寺院・教会,杭全神社,B,歴史資源
南関西,大阪,島本町,人文,神社・寺院・教会,水無瀬神宮,B,歴史資源
南関西,大阪,堺市,人文,神社・寺院・教会,南宗寺,B,歴史資源
南関西,大阪,熊取町,人文,神社・寺院・教会,来迎寺,B,歴史資源
南関西,大阪,箕面市,人文,神社・寺院・教会,瀧安寺,B,歴史資源
南関西,大阪,東大阪市,人文,神社・寺院・教会,枚岡神社,B,歴史資源
南関西,大阪,堺市,人文,神社・寺院・教会,家原寺,B,歴史資源
南関西,大阪,堺市,人文,神社・寺院・教会,大鳥神社（大鳥大社）,B,歴史資源
南関西,大阪,貝塚市,人文,神社・寺院・教会,水間寺,B,歴史資源
南関西,大阪,岸和田市,人文,神社・寺院・教会,久米田寺,B,歴史資源
南関西,大阪,高槻市,人文,神社・寺院・教会,普門寺,B,歴史資源
中国,兵庫,加西市,人文,神社・寺院・教会,一乗寺,B,歴史資源
中国,兵庫,神戸市,人文,神社・寺院・教会,太山寺,B,歴史資源
中国,兵庫,姫路市,人文,神社・寺院・教会,圓教寺（円教寺）,B,歴史資源
中国,兵庫,豊岡市,人文,神社・寺院・教会,温泉寺,B,歴史資源
中国,兵庫,川西市,人文,神社・寺院・教会,多田神社,B,歴史資源
中国,兵庫,小野市,人文,神社・寺院・教会,浄土寺,B,歴史資源
中国,兵庫,加古川市,人文,神社・寺院・教会,鶴林寺,B,歴史資源
中国,兵庫,神戸市,人文,神社・寺院・教会,須磨寺,B,歴史資源
南関西,奈良,奈良市,人文,神社・寺院・教会,東大寺,S,歴史資源
南関西,奈良,斑鳩町,人文,神社・寺院・教会,法隆寺,S,歴史資源
南関西,奈良,宇陀市,人文,神社・寺院・教会,室生寺,A,歴史資源
南関西,奈良,奈良市,人文,神社・寺院・教会,春日大社,A,歴史資源
南関西,奈良,奈良市,人文,神社・寺院・教会,興福寺,A,歴史資源
南関西,奈良,奈良市,人文,神社・寺院・教会,薬師寺,A,歴史資源
南関西,奈良,奈良市,人文,神社・寺院・教会,唐招提寺,A,歴史資源
南関西,奈良,桜井市,人文,神社・寺院・教会,長谷寺,A,歴史資源
南関西,奈良,奈良市,人文,神社・寺院・教会,元興寺極楽坊境内,B,歴史資源
南関西,奈良,明日香村,人文,神社・寺院・教会,岡寺,B,歴史資源
南関西,奈良,天理市,人文,神社・寺院・教会,石上神宮,B,歴史資源
南関西,奈良,葛城市,人文,神社・寺院・教会,當麻寺,B,歴史資源
南関西,奈良,斑鳩町,人文,神社・寺院・教会,法起寺,B,歴史資源
南関西,奈良,生駒市,人文,神社・寺院・教会,長弓寺,B,歴史資源
南関西,奈良,奈良市,人文,神社・寺院・教会,新薬師寺,B,歴史資源
南関西,奈良,奈良市,人文,神社・寺院・教会,秋篠寺,B,歴史資源
南関西,奈良,宇陀市,人文,神社・寺院・教会,宇太水分神社,B,歴史資源
南関西,奈良,東吉野村,人文,神社・寺院・教会,丹生川上神社,B,歴史資源
南関西,奈良,大和郡山市,人文,神社・寺院・教会,松尾寺,B,歴史資源
南関西,奈良,大和郡山市,人文,神社・寺院・教会,慈光院,B,歴史資源
南関西,奈良,明日香村,人文,神社・寺院・教会,飛鳥坐神社,B,歴史資源
南関西,奈良,橿原市,人文,神社・寺院・教会,橿原神宮,B,歴史資源
南関西,奈良,生駒市,人文,神社・寺院・教会,寳山寺,B,歴史資源
南関西,奈良,奈良市,人文,神社・寺院・教会,元興寺,B,歴史資源
南関西,奈良,奈良市,人文,神社・寺院・教会,円成寺,B,歴史資源
南関西,奈良,奈良市,人文,神社・寺院・教会,般若寺,B,歴史資源
南関西,奈良,奈良市,人文,神社・寺院・教会,不退寺,B,歴史資源
南関西,奈良,斑鳩町,人文,神社・寺院・教会,法輪寺,B,歴史資源
南関西,奈良,天理市,人文,神社・寺院・教会,長岳寺,B,歴史資源
南関西,奈良,桜井市,人文,神社・寺院・教会,大神神社,B,歴史資源
南関西,奈良,奈良市,人文,神社・寺院・教会,法華寺,B,歴史資源
南関西,奈良,斑鳩町,人文,神社・寺院・教会,吉田寺,B,歴史資源
南関西,奈良,桜井市,人文,神社・寺院・教会,談山神社,B,歴史資源
南関西,奈良,桜井市,人文,神社・寺院・教会,聖林寺,B,歴史資源
南関西,奈良,平群町,人文,神社・寺院・教会,朝護孫子寺,B,歴史資源
南関西,奈良,高取町,人文,神社・寺院・教会,南法華寺（通称：壺阪寺）,B,歴史資源
南関西,奈良,奈良市,人文,神社・寺院・教会,興福院,B,歴史資源
南関西,奈良,奈良市,人文,神社・寺院・教会,十輪院,B,歴史資源
南関西,奈良,斑鳩町,人文,神社・寺院・教会,中宮寺,B,歴史資源
南関西,奈良,奈良市,人文,神社・寺院・教会,正暦寺,B,歴史資源
南関西,奈良,奈良市,人文,神社・寺院・教会,帯解寺,B,歴史資源
南関西,奈良,桜井市,人文,神社・寺院・教会,安倍文殊院,B,歴史資源
南関西,奈良,奈良市,人文,神社・寺院・教会,大安寺,B,歴史資源
南関西,奈良,奈良市,人文,神社・寺院・教会,白毫寺,B,歴史資源
南関西,奈良,奈良市,人文,神社・寺院・教会,円照寺（圓照寺）,B,歴史資源
南関西,奈良,大和郡山市,人文,神社・寺院・教会,金剛山寺（通称：矢田寺）,B,歴史資源
南関西,奈良,明日香村,人文,神社・寺院・教会,安居院,B,歴史資源
南関西,奈良,明日香村,人文,神社・寺院・教会,橘寺,B,歴史資源
南関西,奈良,橿原市,人文,神社・寺院・教会,久米寺,B,歴史資源
南関西,奈良,奈良市,人文,神社・寺院・教会,西大寺,B,歴史資源
南関西,和歌山,高野町,人文,神社・寺院・教会,高野山金剛峯寺,S,歴史資源
南関西,和歌山,那智勝浦町,人文,神社・寺院・教会,熊野三山（熊野那智大社・熊野速玉大社・熊野本宮大社・青岸渡寺・補陀洛山寺）,S,歴史資源
南関西,和歌山,那智勝浦町,人文,神社・寺院・教会,青岸渡寺,B,歴史資源
南関西,和歌山,日高川町,人文,神社・寺院・教会,道成寺,B,歴史資源
南関西,和歌山,和歌山市,人文,神社・寺院・教会,國懸神宮,B,歴史資源
南関西,和歌山,和歌山市,人文,神社・寺院・教会,日前神宮,B,歴史資源
南関西,和歌山,田辺市,人文,神社・寺院・教会,熊野本宮大社,B,歴史資源
南関西,和歌山,新宮市,人文,神社・寺院・教会,熊野速玉大社,B,歴史資源
南関西,和歌山,紀の川市,人文,神社・寺院・教会,粉河寺,B,歴史資源
南関西,和歌山,和歌山市,人文,神社・寺院・教会,紀三井寺,B,歴史資源
南関西,和歌山,岩出市,人文,神社・寺院・教会,根來寺(根来寺),B,歴史資源
中国,鳥取,三朝町,人文,神社・寺院・教会,三徳山三佛寺,A,歴史資源
中国,鳥取,大山町,人文,神社・寺院・教会,大山寺,B,歴史資源
中国,鳥取,湯梨浜町,人文,神社・寺院・教会,一ノ宮倭文神社,B,歴史資源
中国,鳥取,北栄町,人文,神社・寺院・教会,観音寺,B,歴史資源
中国,鳥取,大山町,人文,神社・寺院・教会,大山寺阿弥陀堂,B,歴史資源
中国,鳥取,鳥取市,人文,神社・寺院・教会,観音院,B,歴史資源
中国,島根,出雲市,人文,神社・寺院・教会,出雲大社,S,歴史資源
中国,島根,松江市,人文,神社・寺院・教会,神魂神社,A,歴史資源
中国,島根,海士町,人文,神社・寺院・教会,隠岐神社,B,歴史資源
中国,島根,安来市,人文,神社・寺院・教会,雲樹寺,B,歴史資源
中国,島根,大田市,人文,神社・寺院・教会,物部神社,B,歴史資源
中国,島根,松江市,人文,神社・寺院・教会,八重垣神社,B,歴史資源
中国,島根,安来市,人文,神社・寺院・教会,（安来）清水寺,B,歴史資源
中国,島根,出雲市,人文,神社・寺院・教会,日御碕神社,B,歴史資源
中国,島根,出雲市,人文,神社・寺院・教会,一畑薬師,B,歴史資源
中国,島根,隠岐の島町,人文,神社・寺院・教会,玉若酢命神社,B,歴史資源
中国,島根,松江市,人文,神社・寺院・教会,月照寺,B,歴史資源
中国,島根,出雲市,人文,神社・寺院・教会,鰐淵寺,B,歴史資源
中国,島根,松江市,人文,神社・寺院・教会,熊野大社,B,歴史資源
中国,島根,松江市,人文,神社・寺院・教会,美保神社,B,歴史資源
中国,島根,益田市,人文,神社・寺院・教会,（万福寺）萬福寺,B,歴史資源
中国,島根,益田市,人文,神社・寺院・教会,医光寺,B,歴史資源
中国,岡山,岡山市,人文,神社・寺院・教会,吉備津神社,A,歴史資源
中国,岡山,岡山市,人文,神社・寺院・教会,最上稲荷（通称：高松稲荷）,B,歴史資源
中国,岡山,久米南町,人文,神社・寺院・教会,誕生寺,B,歴史資源
中国,岡山,倉敷市,人文,神社・寺院・教会,熊野神社,B,歴史資源
中国,岡山,津山市,人文,神社・寺院・教会,中山神社,B,歴史資源
中国,岡山,倉敷市,人文,神社・寺院・教会,円通寺,B,歴史資源
中国,岡山,高梁市,人文,神社・寺院・教会,頼久寺,B,歴史資源
中国,岡山,岡山市,人文,神社・寺院・教会,曹源寺,B,歴史資源
中国,広島,廿日市市,人文,神社・寺院・教会,嚴島神社,S,歴史資源
中国,広島,尾道市,人文,神社・寺院・教会,西國寺（西国寺）,B,歴史資源
中国,広島,尾道市,人文,神社・寺院・教会,浄土寺,B,歴史資源
中国,広島,福山市,人文,神社・寺院・教会,明王院,B,歴史資源
中国,広島,廿日市市,人文,神社・寺院・教会,千畳閣（豊国神社本殿の通称）,B,歴史資源
中国,広島,尾道市,人文,神社・寺院・教会,耕三寺,B,歴史資源
中国,山口,長門市,人文,神社・寺院・教会,元乃隅稲成神社,B,歴史資源
中国,山口,下関市,人文,神社・寺院・教会,赤間神宮,B,歴史資源
中国,山口,山口市,人文,神社・寺院・教会,洞春寺,B,歴史資源
中国,山口,萩市,人文,神社・寺院・教会,東光寺,B,歴史資源
中国,山口,下関市,人文,神社・寺院・教会,住吉神社,B,歴史資源
